id,primary_level,levels,surface,reading_kana,alt_readings,meaning_ko,meaning_ko_variants,part_of_speech,entry_type,include_in_app,source_ids,source_entry_ids,source_entry_count,sections,existing_word_id,existing_level,qa_status,qa_note
w_bc6fa5bc224dbef9,N5,N5;N4,いくら,いくら,,얼마(값),아무리;얼마(값),noun,word,1,pass_n4;pass_n5,pass_n4_p010_o0190;pass_n4_p024_o0377;pass_n5_p008_o0136,3,문맥 규정;용법,w_bc6fa5bc224dbef9,N5,verified,"pass_n4 용법 구역: 원본 보존, 앱 단어 목록 제외"
w_3884f3361dd5cc56,N5,N5,いそがしい,いそがしい,,바쁘다,바쁘다,adjective,word,1,pass_n5,pass_n5_p008_o0137,1,문맥 규정,w_3884f3361dd5cc56,N5,verified,
w_a48055accfd30bcb,N5,N5,いたい,いたい,,아프다,아프다,noun,word,1,pass_n5,pass_n5_p008_o0138,1,문맥 규정,w_a48055accfd30bcb,N5,verified,
w_6313f9284b018464,N5,N5,いちだい,いちだい,,한 대(자전거),한 대(자전거),noun,word,1,pass_n5,pass_n5_p008_o0139;pass_n5_p008_o0140,2,문맥 규정,w_6313f9284b018464,N5,verified,
w_7391edd8a2c4c832,N5,N5,いちど,いちど,,한 번,한 번,adverb,word,1,pass_n5,pass_n5_p008_o0141,1,문맥 규정,w_7391edd8a2c4c832,N5,verified,
w_dd5441408bb2d6e5,N5,N5,いつつ,いつつ,,"다섯, 다섯 개","다섯, 다섯 개",numeral,word,1,pass_n5,pass_n5_p008_o0142,1,문맥 규정,w_dd5441408bb2d6e5,N5,verified,
w_72ca2a9c4ae1017a,N5,N5,いぬ,いぬ,,개,개,noun,word,1,pass_n5,pass_n5_p008_o0143,1,문맥 규정,w_72ca2a9c4ae1017a,N5,verified,
w_8d91f549cf7aaf0c,N5,N5,いれる,いれる,,넣다,넣다,verb,word,1,pass_n5,pass_n5_p008_o0144,1,문맥 규정,w_8d91f549cf7aaf0c,N5,verified,
w_8d8468b11a0a1fa9,N5,N5,いろいろ,いろいろ,,여러 가지임,여러 가지임,adjective,word,1,pass_n5,pass_n5_p008_o0145,1,문맥 규정,w_8d8468b11a0a1fa9,N5,verified,
w_f70f47a2eb8d0348,N5,N5,うすい,うすい,,얇다,얇다,adjective,word,1,pass_n5,pass_n5_p008_o0146,1,문맥 규정,w_f70f47a2eb8d0348,N5,verified,
w_17b789a30464c292,N5,N5,うまれる,うまれる,,태어나다,태어나다,verb,word,1,pass_n5,pass_n5_p008_o0147,1,문맥 규정,w_17b789a30464c292,N5,verified,
w_1a3198f41e5aabef,N5,N5,えらぶ,えらぶ,,"고르다, 선택하다","고르다, 선택하다",verb,word,1,pass_n5,pass_n5_p008_o0148,1,문맥 규정,w_1a3198f41e5aabef,N5,verified,
w_8d966401d98ece25,N5,N5,おいしい,おいしい,,맛있다,맛있다,adjective,word,1,pass_n5,pass_n5_p008_o0150,1,문맥 규정,w_8d966401d98ece25,N5,verified,
w_b44959bb47bfe991,N5,N5,おおぜい,おおぜい,,많이,많이,noun,word,1,pass_n5,pass_n5_p008_o0151,1,문맥 규정,w_b44959bb47bfe991,N5,verified,
w_1b21326fcb2d8421,N5,N5,おきる,おきる,,일어나다,일어나다,verb,word,1,pass_n5,pass_n5_p008_o0152,1,문맥 규정,w_1b21326fcb2d8421,N5,verified,
w_794b4334a01909b6,N5,N5,おく,おく,,"놓다, 두다","놓다, 두다",noun,word,1,pass_n5,pass_n5_p008_o0153,1,문맥 규정,w_794b4334a01909b6,N5,verified,
w_9f4bac962871acc8,N5,N5,おじさん,おじさん,,"아저씨, 삼촌","아저씨, 삼촌",noun,word,1,pass_n5,pass_n5_p008_o0154,1,문맥 규정,w_9f4bac962871acc8,N5,verified,
w_be0c2a8c15c51508,N5,N5,おす,おす,,"누르다, 밀다","누르다, 밀다",expression,word,1,pass_n5,pass_n5_p008_o0155,1,문맥 규정,w_be0c2a8c15c51508,N5,verified,
w_7c2fb518a9047447,N5,N5,おととし,おととし,,재작년,재작년,noun,word,1,pass_n5,pass_n5_p009_o0156,1,문맥 규정,w_7c2fb518a9047447,N5,verified,
w_e2505ce2fcaf3d73,N5,N5,おとな,おとな,,어른,어른,adjective,word,1,pass_n5,pass_n5_p009_o0157,1,문맥 규정,w_e2505ce2fcaf3d73,N5,verified,
w_b98ec43cc7ba192f,N5,N5,おふろにはいる,おふろにはいる,,목욕하다,목욕하다,verb,word,1,pass_n5,pass_n5_p009_o0158,1,문맥 규정,w_b98ec43cc7ba192f,N5,verified,
w_f7ee39d72844c141,N5,N5,おぼえる,おぼえる,,"기억하다, 암기하다","기억하다, 암기하다",verb,word,1,pass_n5,pass_n5_p009_o0159,1,문맥 규정,w_f7ee39d72844c141,N5,verified,
w_99c47cc1df2be37c,N5,N5,おもい,おもい,,무겁다,무겁다,adjective,word,1,pass_n5,pass_n5_p009_o0160,1,문맥 규정,w_99c47cc1df2be37c,N5,verified,
w_5c2d9927c4fbe888,N5,N5,おもしろい,おもしろい,,재미있다,재미있다,adjective,word,1,pass_n5,pass_n5_p009_o0161,1,문맥 규정,w_5c2d9927c4fbe888,N5,verified,
w_17c2769bec0dd3c4,N5,N5,およぐ,およぐ,,헤엄치다,헤엄치다,verb,word,1,pass_n5,pass_n5_p009_o0162,1,문맥 규정,w_17c2769bec0dd3c4,N5,verified,
w_3c8a052098392b1a,N5,N5,おりる,おりる,,내리다,내리다,verb,word,1,pass_n5,pass_n5_p009_o0163,1,문맥 규정,w_3c8a052098392b1a,N5,verified,
w_3b0299bf8a99dffb,N5,N5,お金,おかね,,돈,돈,noun,word,1,pass_n5,pass_n5_p004_o0012,1,한자 읽기,w_3b0299bf8a99dffb,N5,verified,
w_4a7bd63718f4b15d,N5,N5,かう,かう,,"사다, 구입하다","사다, 구입하다",verb,word,1,pass_n5,pass_n5_p009_o0164,1,문맥 규정,w_4a7bd63718f4b15d,N5,verified,
w_0500788ad7f74945,N5,N5,かえす,かえす,,되돌려주다,되돌려주다,verb,word,1,pass_n5,pass_n5_p009_o0165,1,문맥 규정,w_0500788ad7f74945,N5,verified,
w_3c9e0c4d130ffe55,N5,N5;N3,かかる,かかる,,"(시간·비용이) 들다, 걸리다","걸리다;(시간·비용이) 들다, 걸리다",verb,word,1,pass_n3;pass_n5,pass_n3_p010_o0254;pass_n5_p009_o0166,2,문맥 규정,w_3c9e0c4d130ffe55,N5,verified,
w_44191f7e02bdbca4,N5,N5,かける,かける,,(안경을) 쓰다,(안경을) 쓰다,verb,word,1,pass_n5,pass_n5_p009_o0167,1,문맥 규정,w_44191f7e02bdbca4,N5,verified,
w_e08e5b558857d76c,N5,N5,かぜ,かぜ,,감기,감기,noun,word,1,pass_n5,pass_n5_p009_o0168,1,문맥 규정,w_e08e5b558857d76c,N5,verified,
w_03bf1e956aafced1,N5,N5,かぜをひく,かぜをひく,,감기에 들다,감기에 들다,verb,word,1,pass_n5,pass_n5_p009_o0169,1,문맥 규정,w_03bf1e956aafced1,N5,verified,
w_208233a335ee5617,N5,N5,かぞく,かぞく,,가족,가족,noun,word,1,pass_n5,pass_n5_p009_o0170,1,문맥 규정,w_208233a335ee5617,N5,verified,
w_58075cd1141bf75e,N5,N5,かど,かど,,모퉁이,모퉁이,adjective,word,1,pass_n5,pass_n5_p009_o0171,1,문맥 규정,w_58075cd1141bf75e,N5,verified,
w_912a89defaf6cfee,N5,N5,かぶる,かぶる,,(모자를) 쓰다,(모자를) 쓰다,verb,word,1,pass_n5,pass_n5_p009_o0172,1,문맥 규정,w_912a89defaf6cfee,N5,verified,
w_1890c7a3bfe4781f,N5,N5,からい,からい,,맵다,맵다,adjective,word,1,pass_n5,pass_n5_p009_o0173,1,문맥 규정,w_1890c7a3bfe4781f,N5,verified,
w_35d37fc58d80467b,N5,N5,きたない,きたない,,"더럽다, 지저분하다","더럽다, 지저분하다",adjective,word,1,pass_n5,pass_n5_p009_o0175;pass_n5_p009_o0180,2,문맥 규정,w_35d37fc58d80467b,N5,verified,
w_e1b4921bc5902b92,N5,N5,きって,きって,,우표,우표,noun,word,1,pass_n5,pass_n5_p009_o0176;pass_n5_p009_o0181,2,문맥 규정,w_e1b4921bc5902b92,N5,verified,
w_7233f2e9e3f48a80,N5,N5,きっぷ,きっぷ,,"표, 티켓","표, 티켓",noun,word,1,pass_n5,pass_n5_p009_o0177;pass_n5_p009_o0182,2,문맥 규정,w_7233f2e9e3f48a80,N5,verified,
w_fa01e280023d6933,N5,N5,きる,きる,,자르다,자르다,verb,word,1,pass_n5,pass_n5_p009_o0178;pass_n5_p009_o0183,2,문맥 규정,w_fa01e280023d6933,N5,verified,
w_8cc945ebe05fb345,N5,N5,くらい,くらい,,어둡다,어둡다,adjective,word,1,pass_n5,pass_n5_p009_o0179;pass_n5_p009_o0184,2,문맥 규정,w_8cc945ebe05fb345,N5,verified,
w_4a71718d7be3875a,N5,N5,けす,けす,,(불을) 끄다,(불을) 끄다,verb,word,1,pass_n5,pass_n5_p010_o0185,1,문맥 규정,w_4a71718d7be3875a,N5,verified,
w_31df4b7ee4f99920,N5,N5,けっこう,けっこう,,"충분함, 이제 됐음","충분함, 이제 됐음",verb,word,1,pass_n5,pass_n5_p010_o0186,1,문맥 규정,w_31df4b7ee4f99920,N5,verified,
w_44bc31f10823f315,N5,N5,けっこんする,けっこんする,,결혼하다,결혼하다,verb,word,1,pass_n5,pass_n5_p010_o0187,1,문맥 규정,w_44bc31f10823f315,N5,verified,
w_e3e2e1235da0170b,N5,N5,げんき,げんき,,건강함,건강함,adjective,word,1,pass_n5,pass_n5_p010_o0188,1,문맥 규정,w_e3e2e1235da0170b,N5,verified,
w_cea1a4546e3779a7,N5,N5,こうえん,こうえん,,공원,공원,noun,word,1,pass_n5,pass_n5_p010_o0189,1,문맥 규정,w_cea1a4546e3779a7,N5,verified,
w_b36e1365aa1b125e,N5,N5,こうちゃ,こうちゃ,,홍차,홍차,noun,word,1,pass_n5,pass_n5_p010_o0190,1,문맥 규정,w_b36e1365aa1b125e,N5,verified,
w_2b11811c35f6554d,N5,N5,こちら,こちら,,"이쪽, 이 분, 이 사람","이쪽, 이 분, 이 사람",pronoun,word,1,pass_n5,pass_n5_p010_o0192,1,문맥 규정,w_2b11811c35f6554d,N5,verified,
w_b685581646830d57,N5,N5,こちらこそ,こちらこそ,,저야말로,저야말로,expression,word,1,pass_n5,pass_n5_p010_o0193,1,문맥 규정,w_b685581646830d57,N5,verified,
w_946af014ad2b6ee1,N5,N5,ごちそうさま,ごちそうさま,,잘 먹었습니다,잘 먹었습니다,interjection,word,1,pass_n5,pass_n5_p010_o0191,1,문맥 규정,w_946af014ad2b6ee1,N5,verified,
w_232fd4c69bca3059,N5,N5,さす,さす,,"(우산을) 쓰다, 받다","(우산을) 쓰다, 받다",verb,word,1,pass_n5,pass_n5_p010_o0194,1,문맥 규정,w_232fd4c69bca3059,N5,verified,
w_7ce478d1c4361987,N5,N5,さんかい,さんかい,,"3회, 세 번","3회, 세 번",noun,word,1,pass_n5,pass_n5_p010_o0195,1,문맥 규정,w_7ce478d1c4361987,N5,verified,
w_b24621b76259caa8,N5,N5,さんさつ,さんさつ,,세 권(책),세 권(책),counter,word,1,pass_n5,pass_n5_p010_o0196,1,문맥 규정,w_b24621b76259caa8,N5,verified,
w_b378eb40b444bf6e,N5,N5,しずかに,しずかに,,조용히,조용히,adverb,word,1,pass_n5,pass_n5_p010_o0198,1,문맥 규정,w_b378eb40b444bf6e,N5,verified,
w_59c56506badd0309,N5,N5,しつもんする,しつもんする,,질문하다,질문하다,verb,word,1,pass_n5,pass_n5_p010_o0199,1,문맥 규정,w_59c56506badd0309,N5,verified,
w_8599f01b62ec3b89,N5,N5,しめる,しめる,,(문을) 닫다,(문을) 닫다,verb,word,1,pass_n5,pass_n5_p010_o0200,1,문맥 규정,w_8599f01b62ec3b89,N5,verified,
w_05806d8778786e6e,N5,N5,しゃしん,しゃしん,,사진,사진,noun,word,1,pass_n5,pass_n5_p010_o0201,1,문맥 규정,w_05806d8778786e6e,N5,verified,
w_1dc2a01d84d091eb,N5,N5,しんぶんをよむ,しんぶんをよむ,,신문을 읽다,신문을 읽다,,word,1,pass_n5,pass_n5_p010_o0205,1,문맥 규정,,,verified,
w_b621bc708ba80edb,N5,N5,じしょ,じしょ,,사전,사전,noun,word,1,pass_n5,pass_n5_p010_o0197,1,문맥 규정,w_b621bc708ba80edb,N5,verified,
w_ae4c2c199424ca13,N5,N5,じょうず,じょうず,,"능숙함, 잘함","능숙함, 잘함",adjective,word,1,pass_n5,pass_n5_p010_o0203,1,문맥 규정,w_ae4c2c199424ca13,N5,verified,
w_85f9dd6060389151,N5,N5,じょうぶ,じょうぶ,,튼튼함,튼튼함,noun,word,1,pass_n5,pass_n5_p010_o0204,1,문맥 규정,w_85f9dd6060389151,N5,verified,
w_e7f652ae64d8d30e,N5,N5,すう,すう,,(담배를) 피우다,(담배를) 피우다,verb,word,1,pass_n5,pass_n5_p010_o0206,1,문맥 규정,w_e7f652ae64d8d30e,N5,verified,
w_8d6e887ea2a8b1d8,N5,N5,すき,すき,,좋아함,좋아함,noun,word,1,pass_n5,pass_n5_p010_o0208,1,문맥 규정,w_8d6e887ea2a8b1d8,N5,verified,
w_825bad35884b199b,N5,N5,すぐに,すぐに,,"곧, 바로","곧, 바로",adverb,word,1,pass_n5,pass_n5_p010_o0210,1,문맥 규정,w_825bad35884b199b,N5,verified,
w_1f3b58708b016b7f,N5,N5,そば,そば,,"옆, 곁","옆, 곁",noun,word,1,pass_n5,pass_n5_p010_o0213,1,문맥 규정,w_1f3b58708b016b7f,N5,verified,
w_035875c57095c84d,N5,N5,それでは,それでは,,그럼,그럼,conjunction,word,1,pass_n5,pass_n5_p010_o0214,1,문맥 규정,w_035875c57095c84d,N5,verified,
w_655c49430ab10602,N5,N5,たいせつ,たいせつ,,"중요함, 소중함","중요함, 소중함",adjective,word,1,pass_n5,pass_n5_p011_o0216,1,문맥 규정,w_655c49430ab10602,N5,verified,
w_380dce933ba2841c,N5,N5,たいてい,たいてい,,대체로,대체로,adverb,word,1,pass_n5,pass_n5_p011_o0217,1,문맥 규정,w_380dce933ba2841c,N5,verified,
w_d631fd55fbc45d65,N5,N5,たいへん,たいへん,,"힘듦, 큰일임","힘듦, 큰일임",adverb,word,1,pass_n5,pass_n5_p011_o0218,1,문맥 규정,w_d631fd55fbc45d65,N5,verified,
w_35b6d26ef3b6e9a4,N5,N5,たくさん,たくさん,,많이,많이,adverb,word,1,pass_n5,pass_n5_p011_o0220,1,문맥 규정,w_35b6d26ef3b6e9a4,N5,verified,
w_e25c204a215c6bc5,N5,N5,たのしい,たのしい,,즐겁다,즐겁다,adjective,word,1,pass_n5,pass_n5_p011_o0221,1,문맥 규정,w_e25c204a215c6bc5,N5,verified,
w_579247e75349eed1,N5,N5,たぶん,たぶん,,아마,아마,noun,word,1,pass_n5,pass_n5_p011_o0222,1,문맥 규정,w_579247e75349eed1,N5,verified,
w_262ab17a9d5f3f78,N5,N5,だいじょうぶ,だいじょうぶ,,괜찮음,괜찮음,adjective,word,1,pass_n5,pass_n5_p011_o0215,1,문맥 규정,w_262ab17a9d5f3f78,N5,verified,
w_e1f8cbd438805e5e,N5,N5,だんだん,だんだん,,"점점, 점차","점점, 점차",interjection,word,1,pass_n5,pass_n5_p011_o0223,1,문맥 규정,w_e1f8cbd438805e5e,N5,verified,
w_38c3571b4d7aa01a,N5,N5,ちいさい,ちいさい,,작다,작다,adjective,word,1,pass_n5,pass_n5_p011_o0224,1,문맥 규정,w_38c3571b4d7aa01a,N5,verified,
w_995636b83892830d,N5,N5,ちかい,ちかい,,가깝다,가깝다,adjective,word,1,pass_n5,pass_n5_p011_o0225,1,문맥 규정,w_995636b83892830d,N5,verified,
w_d8b942a0bbdb88b3,N5,N5,ちがいます,ちがいます,,"아닙니다, 틀립니다","아닙니다, 틀립니다",expression,word,1,pass_n5,pass_n5_p011_o0226,1,문맥 규정,w_d8b942a0bbdb88b3,N5,verified,
w_4e598e988857cbcc,N5,N5,ちず,ちず,,지도,지도,noun,word,1,pass_n5,pass_n5_p011_o0227,1,문맥 규정,w_4e598e988857cbcc,N5,verified,
w_417e0e04947ef7f1,N5,N5,ちょうど,ちょうど,,"정각, 정확히","정각, 정확히",adverb,word,1,pass_n5,pass_n5_p011_o0228,1,문맥 규정,w_417e0e04947ef7f1,N5,verified,
w_f55e5f14ba3846ae,N5,N5;N3,つかれる,つかれる,,"피곤하다, 지치다","피로하다;피곤하다, 지치다",verb,word,1,pass_n3;pass_n5,pass_n3_p014_o0390;pass_n5_p011_o0229,2,유의어;문맥 규정,w_f55e5f14ba3846ae,N5,verified,"pass_n3 유의어 구역: 원본 보존, 앱 단어 목록 제외"
w_d09fc1ab6a37791a,N5,N5,つく,つく,,(전기가) 켜지다,(전기가) 켜지다,verb,word,1,pass_n5,pass_n5_p011_o0230,1,문맥 규정,w_d09fc1ab6a37791a,N5,verified,
w_923e439a3ee8ba0c,N5,N5,つめたい,つめたい,,차갑다,차갑다,adjective,word,1,pass_n5,pass_n5_p011_o0231,1,문맥 규정,w_923e439a3ee8ba0c,N5,verified,
w_d1ca2d4600b815b5,N5,N5,つよい,つよい,,"강하다, 세다","강하다, 세다",adjective,word,1,pass_n5,pass_n5_p011_o0232,1,문맥 규정,w_d1ca2d4600b815b5,N5,verified,
w_0ea9569520107931,N5,N5,てがみ,てがみ,,편지,편지,noun,word,1,pass_n5,pass_n5_p011_o0233,1,문맥 규정,w_0ea9569520107931,N5,verified,
w_cc4944533f0911af,N5,N5,てんき,てんき,,날씨,날씨,noun,word,1,pass_n5,pass_n5_p011_o0237,1,문맥 규정,w_cc4944533f0911af,N5,verified,
w_1da8dde639dcee40,N5,N5,でも,でも,,"하지만, 그렇지만","하지만, 그렇지만",conjunction,word,1,pass_n5,pass_n5_p011_o0235,1,문맥 규정,w_1da8dde639dcee40,N5,verified,
w_409c10a69baafd5f,N5,N5,でる,でる,,나가(오)다,나가(오)다,verb,word,1,pass_n5,pass_n5_p011_o0236,1,문맥 규정,w_409c10a69baafd5f,N5,verified,
w_9898d6dcfbf040cb,N5,N5,でんわ,でんわ,,전화,전화,verb,word,1,pass_n5,pass_n5_p011_o0238,1,문맥 규정,w_9898d6dcfbf040cb,N5,verified,
w_90e10f6847d27828,N5,N5,とおい,とおい,,멀다,멀다,adjective,word,1,pass_n5,pass_n5_p011_o0241,1,문맥 규정,w_90e10f6847d27828,N5,verified,
w_87351a3c5f2160a9,N5,N5,ときどき,ときどき,,때때로,때때로,adverb,word,1,pass_n5,pass_n5_p011_o0242,1,문맥 규정,w_87351a3c5f2160a9,N5,verified,
w_c01b591995b9335a,N5,N5,とぶ,とぶ,,날다,날다,verb,word,1,pass_n5,pass_n5_p011_o0244,1,문맥 규정,w_c01b591995b9335a,N5,verified,
w_76ee0a63fa5a65c7,N5,N5,とまる,とまる,,멈추다,멈추다,verb,word,1,pass_n5,pass_n5_p011_o0245,1,문맥 규정,w_76ee0a63fa5a65c7,N5,verified,
w_6ec2f5694292b36a,N5,N5,とる,とる,,"집다, 잡다","집다, 잡다;(사진·영화를) 찍다",verb,word,1,pass_n5,pass_n5_p012_o0246;pass_n5_p012_o0247,2,문맥 규정,w_6ec2f5694292b36a,N5,verified,
w_d8dcbb01e7e6526f,N5,N5,どういたしまして,どういたしまして,,천만에요,천만에요,interjection,word,1,pass_n5,pass_n5_p011_o0239,1,문맥 규정,w_d8dcbb01e7e6526f,N5,verified,
w_df4f6ee7671f5be7,N5,N5,どちら,どちら,,"어느 쪽, 어느 분","어느 쪽, 어느 분",pronoun,word,1,pass_n5,pass_n5_p011_o0243,1,문맥 규정,w_df4f6ee7671f5be7,N5,verified,
w_aba657db70bdb298,N5,N5,ならう,ならう,,"배우다, 익히다","배우다, 익히다",verb,word,1,pass_n5,pass_n5_p012_o0249,1,문맥 규정,w_aba657db70bdb298,N5,verified,
w_d75a2128ac2e3e18,N5,N5,ならべる,ならべる,,진열하다,진열하다,verb,word,1,pass_n5,pass_n5_p012_o0250,1,문맥 규정,w_d75a2128ac2e3e18,N5,verified,
w_f12a1758289392e6,N5,N5,なんこ,なんこ,,몇 개,몇 개,noun,word,1,pass_n5,pass_n5_p012_o0251,1,문맥 규정,w_f12a1758289392e6,N5,verified,
w_d2cb5673c3552ae0,N5,N5,にかい,にかい,,2층,2층,noun,word,1,pass_n5,pass_n5_p012_o0252,1,문맥 규정,w_d2cb5673c3552ae0,N5,verified,
w_5284226e672d96c5,N5,N5,にさつ,にさつ,,두 권(잡지),두 권(잡지),counter,word,1,pass_n5,pass_n5_p012_o0254,1,문맥 규정,w_5284226e672d96c5,N5,verified,
w_df6f8bed5b534092,N5,N5,にだい,にだい,,두 대(자전거),두 대(자전거),noun,word,1,pass_n5,pass_n5_p012_o0255,1,문맥 규정,w_df6f8bed5b534092,N5,verified,
w_412d7a3479a4f8a3,N5,N5,にひき,にひき,,두 마리(고양이),두 마리(고양이),counter,word,1,pass_n5,pass_n5_p012_o0256,1,문맥 규정,w_412d7a3479a4f8a3,N5,verified,
w_e3d3cc0b38f77224,N5,N5,にキロ,にキロ,,2킬로미터,2킬로미터,counter,word,1,pass_n5,pass_n5_p012_o0253,1,문맥 규정,w_e3d3cc0b38f77224,N5,verified,
w_4e9ce7da04c4774f,N5,N5,のぼる,のぼる,,(산을) 오르다,(산을) 오르다,verb,word,1,pass_n5,pass_n5_p012_o0257,1,문맥 규정,w_4e9ce7da04c4774f,N5,verified,
w_4dd00aad4051c89d,N5,N5,のみもの,のみもの,,마실 것,마실 것,noun,word,1,pass_n5,pass_n5_p012_o0258,1,문맥 규정,w_4dd00aad4051c89d,N5,verified,
w_fc031afb71d1faf9,N5,N5,のむ,のむ,,"마시다, 삼키다","마시다, 삼키다",verb,word,1,pass_n5,pass_n5_p012_o0259,1,문맥 규정,w_fc031afb71d1faf9,N5,verified,
w_05f6406e9ab15b32,N5,N5,のる,のる,,"(차, 비행기를) 타다","(차, 비행기를) 타다",verb,word,1,pass_n5,pass_n5_p012_o0260,1,문맥 규정,w_05f6406e9ab15b32,N5,verified,
w_728f59d1c6f9c5f4,N5,N5,はく,はく,,"(바지를) 입다, (신발·양말을) 신다","(바지를) 입다, (신발·양말을) 신다",verb,word,1,pass_n5,pass_n5_p012_o0262,1,문맥 규정,w_728f59d1c6f9c5f4,N5,verified,문자 좌표 검증 완료; 선형 텍스트 레이어 순서 불일치
w_92515fbd8be28da0,N5,N5,はし,はし,,"다리, 교량","다리, 교량",noun,word,1,pass_n5,pass_n5_p012_o0263,1,문맥 규정,w_92515fbd8be28da0,N5,verified,
w_e8bf101d5d035c24,N5,N5,はじめて,はじめて,,처음으로,처음으로,adverb,word,1,pass_n5,pass_n5_p012_o0264,1,문맥 규정,w_e8bf101d5d035c24,N5,verified,
w_5b4445d187ac74c5,N5,N5,はたち,はたち,,"20세, 스무 살","20세, 스무 살",noun,word,1,pass_n5,pass_n5_p012_o0265,1,문맥 규정,w_5b4445d187ac74c5,N5,verified,
w_a1a38e164f0a3264,N5,N5,はちじゅうえん,はちじゅうえん,,80엔,80엔,counter,word,1,pass_n5,pass_n5_p012_o0266,1,문맥 규정,w_a1a38e164f0a3264,N5,verified,
w_f12b7cd5ea51cf7a,N5,N5,はる,はる,,붙이다,붙이다,verb,word,1,pass_n5,pass_n5_p012_o0267,1,문맥 규정,w_f12b7cd5ea51cf7a,N5,verified,
w_aef420c79bbeb170,N5,N5,ひま,ひま,,"틈, 짬, 여가","틈, 짬, 여가",noun,word,1,pass_n5,pass_n5_p012_o0269,1,문맥 규정,w_aef420c79bbeb170,N5,verified,
w_f7dcb52b9848b040,N5,N5,ふく,ふく,,(바람이) 불다,(바람이) 불다,noun,word,1,pass_n5,pass_n5_p012_o0271,1,문맥 규정,w_f7dcb52b9848b040,N5,verified,
w_50ffd2ba2cc08cff,N5,N5,ふつか,ふつか,,"2일, 초이틀","2일, 초이틀",noun,word,1,pass_n5,pass_n5_p012_o0272,1,문맥 규정,w_50ffd2ba2cc08cff,N5,verified,
w_72e1cb4ba34fc820,N5,N5,べんきょうがしたい,べんきょうがしたい,,공부를 하고 싶다,공부를 하고 싶다,,word,1,pass_n5,pass_n5_p012_o0274,1,문맥 규정,,,verified,
w_6331df76a706ca58,N5,N5,べんり,べんり,,편리함,편리함,adjective,word,1,pass_n5,pass_n5_p013_o0275,1,문맥 규정,w_6331df76a706ca58,N5,verified,
w_38856be7d8a54293,N5,N5,ほしい,ほしい,,가지고 싶다,가지고 싶다,adjective,word,1,pass_n5,pass_n5_p013_o0277,1,문맥 규정,w_38856be7d8a54293,N5,verified,
w_1643e2acabb6bed2,N5,N5,ほそい,ほそい,,가늘다,가늘다,adjective,word,1,pass_n5,pass_n5_p013_o0278,1,문맥 규정,w_1643e2acabb6bed2,N5,verified,
w_ab8f966f8b3fb171,N5,N5,ほんや,ほんや,,"책방, 서점","책방, 서점",noun,word,1,pass_n5,pass_n5_p013_o0279,1,문맥 규정,w_ab8f966f8b3fb171,N5,verified,
w_ac9371491b36f6a2,N5,N5,ぼうし,ぼうし,,모자,모자,noun,word,1,pass_n5,pass_n5_p013_o0276,1,문맥 규정,w_ac9371491b36f6a2,N5,verified,
w_9b26b06b04353c7e,N5,N5,まいしゅう,まいしゅう,,매주,매주,adverb,word,1,pass_n5,pass_n5_p013_o0280,1,문맥 규정,w_9b26b06b04353c7e,N5,verified,
w_991b3f178bb17c4b,N5,N5,まがる,まがる,,"돌다, (방향을) 틀다","돌다, (방향을) 틀다",verb,word,1,pass_n5,pass_n5_p013_o0281,1,문맥 규정,w_991b3f178bb17c4b,N5,verified,
